pair_id,lang,density,signal,value,model
MP052,en,high,surprisal_cv,0.5172831445152622,Qwen3-0.6B
MP053,en,low,surprisal_mean,6.573667049407959,Qwen3-0.6B
MP053,en,low,surprisal_cv,0.9044092538537281,Qwen3-0.6B
MP053,en,high,surprisal_mean,10.242466926574707,Qwen3-0.6B
MP053,en,high,surprisal_cv,0.6889026581250504,Qwen3-0.6B
MP054,en,low,surprisal_mean,8.56004524230957,Qwen3-0.6B
MP054,en,low,surprisal_cv,0.6803120651938133,Qwen3-0.6B
MP054,en,high,surprisal_mean,12.599739074707031,Qwen3-0.6B
MP054,en,high,surprisal_cv,0.5136423282892053,Qwen3-0.6B
MP055,en,low,surprisal_mean,7.316218376159668,Qwen3-0.6B
MP055,en,low,surprisal_cv,0.7712348803807982,Qwen3-0.6B
MP055,en,high,surprisal_mean,9.648755073547363,Qwen3-0.6B
MP055,en,high,surprisal_cv,0.5932835066077372,Qwen3-0.6B
MP056,en,low,surprisal_mean,5.143075466156006,Qwen3-0.6B
MP056,en,low,surprisal_cv,1.0805917123282014,Qwen3-0.6B
MP056,en,high,surprisal_mean,9.786660194396973,Qwen3-0.6B
MP056,en,high,surprisal_cv,0.6011149123121079,Qwen3-0.6B
MP057,en,low,surprisal_mean,7.393306732177734,Qwen3-0.6B
MP057,en,low,surprisal_cv,0.8286729954206355,Qwen3-0.6B
MP057,en,high,surprisal_mean,10.062738418579102,Qwen3-0.6B
MP057,en,high,surprisal_cv,0.6645589653906255,Qwen3-0.6B
MP058,en,low,surprisal_mean,6.951453685760498,Qwen3-0.6B
MP058,en,low,surprisal_cv,0.8195956911723545,Qwen3-0.6B
MP058,en,high,surprisal_mean,9.273130416870117,Qwen3-0.6B
MP058,en,high,surprisal_cv,0.8451102167018674,Qwen3-0.6B
MP059,en,low,surprisal_mean,6.959310054779053,Qwen3-0.6B
MP059,en,low,surprisal_cv,1.0723684443043728,Qwen3-0.6B
MP059,en,high,surprisal_mean,15.233550071716309,Qwen3-0.6B
MP059,en,high,surprisal_cv,0.5082069494743063,Qwen3-0.6B
MP060,en,low,surprisal_mean,7.858241081237793,Qwen3-0.6B
MP060,en,low,surprisal_cv,0.8562594262888643,Qwen3-0.6B
MP060,en,high,surprisal_mean,9.559135437011719,Qwen3-0.6B
MP060,en,high,surprisal_cv,0.6441249439561769,Qwen3-0.6B
MP061,en,low,surprisal_mean,6.78092098236084,Qwen3-0.6B
MP061,en,low,surprisal_cv,0.9078337066382433,Qwen3-0.6B
MP061,en,high,surprisal_mean,11.979516983032227,Qwen3-0.6B
MP061,en,high,surprisal_cv,0.33646974513195377,Qwen3-0.6B
MP062,en,low,surprisal_mean,7.154364109039307,Qwen3-0.6B
MP062,en,low,surprisal_cv,0.8012636663443004,Qwen3-0.6B
MP062,en,high,surprisal_mean,11.576292991638184,Qwen3-0.6B
MP062,en,high,surprisal_cv,0.6149765499391079,Qwen3-0.6B
MP063,en,low,surprisal_mean,9.631694793701172,Qwen3-0.6B
MP063,en,low,surprisal_cv,0.5780126244993445,Qwen3-0.6B
MP063,en,high,surprisal_mean,12.77016544342041,Qwen3-0.6B
MP063,en,high,surprisal_cv,0.46894575658011795,Qwen3-0.6B
MP064,en,low,surprisal_mean,7.768059253692627,Qwen3-0.6B
MP064,en,low,surprisal_cv,0.7169063685060902,Qwen3-0.6B
MP064,en,high,surprisal_mean,14.339825630187988,Qwen3-0.6B
MP064,en,high,surprisal_cv,0.4278384306768296,Qwen3-0.6B
MP065,en,low,surprisal_mean,8.204849243164062,Qwen3-0.6B
MP065,en,low,surprisal_cv,0.7311869310781203,Qwen3-0.6B
MP065,en,high,surprisal_mean,9.69054126739502,Qwen3-0.6B
MP065,en,high,surprisal_cv,0.6146154573366072,Qwen3-0.6B
MP066,en,low,surprisal_mean,6.921785831451416,Qwen3-0.6B
MP066,en,low,surprisal_cv,0.9346733533676223,Qwen3-0.6B
MP066,en,high,surprisal_mean,7.7870192527771,Qwen3-0.6B
MP066,en,high,surprisal_cv,0.8280896367524929,Qwen3-0.6B
MP067,en,low,surprisal_mean,6.822005748748779,Qwen3-0.6B
MP067,en,low,surprisal_cv,0.7464498472050504,Qwen3-0.6B
MP067,en,high,surprisal_mean,9.593942642211914,Qwen3-0.6B
MP067,en,high,surprisal_cv,0.8018769018770926,Qwen3-0.6B
MP068,en,low,surprisal_mean,6.069061756134033,Qwen3-0.6B
MP068,en,low,surprisal_cv,0.8615661283229393,Qwen3-0.6B
MP068,en,high,surprisal_mean,11.063753128051758,Qwen3-0.6B
MP068,en,high,surprisal_cv,0.6089929937865185,Qwen3-0.6B
MP069,en,low,surprisal_mean,7.150700092315674,Qwen3-0.6B
MP069,en,low,surprisal_cv,0.8198357495367496,Qwen3-0.6B
MP069,en,high,surprisal_mean,9.033980369567871,Qwen3-0.6B
MP069,en,high,surprisal_cv,0.5828318186187068,Qwen3-0.6B
MP070,en,low,surprisal_mean,8.786393165588379,Qwen3-0.6B
MP070,en,low,surprisal_cv,0.6881483962831421,Qwen3-0.6B
MP070,en,high,surprisal_mean,13.434897422790527,Qwen3-0.6B
MP070,en,high,surprisal_cv,0.5574269645045853,Qwen3-0.6B
MP071,en,low,surprisal_mean,8.228373527526855,Qwen3-0.6B
MP071,en,low,surprisal_cv,0.7879245360915398,Qwen3-0.6B
MP071,en,high,surprisal_mean,9.829607009887695,Qwen3-0.6B
MP071,en,high,surprisal_cv,0.6465896284227668,Qwen3-0.6B
MP072,en,low,surprisal_mean,5.259011268615723,Qwen3-0.6B
MP072,en,low,surprisal_cv,1.1532084730322794,Qwen3-0.6B
MP072,en,high,surprisal_mean,12.02769947052002,Qwen3-0.6B
MP072,en,high,surprisal_cv,0.49120877868908863,Qwen3-0.6B
MP073,en,low,surprisal_mean,8.666059494018555,Qwen3-0.6B
MP073,en,low,surprisal_cv,0.711615311654156,Qwen3-0.6B
MP073,en,high,surprisal_mean,11.113409996032715,Qwen3-0.6B
MP073,en,high,surprisal_cv,0.7765014145711041,Qwen3-0.6B
MP074,en,low,surprisal_mean,11.560396194458008,Qwen3-0.6B
MP074,en,low,surprisal_cv,0.5771541447812869,Qwen3-0.6B
MP074,en,high,surprisal_mean,11.023080825805664,Qwen3-0.6B
MP074,en,high,surprisal_cv,0.6253845852686877,Qwen3-0.6B
MP075,en,low,surprisal_mean,6.584190845489502,Qwen3-0.6B
MP075,en,low,surprisal_cv,0.9868677305029757,Qwen3-0.6B
MP075,en,high,surprisal_mean,14.346511840820312,Qwen3-0.6B
MP075,en,high,surprisal_cv,0.5275264750160658,Qwen3-0.6B
MP076,en,low,surprisal_mean,8.088872909545898,Qwen3-0.6B
MP076,en,low,surprisal_cv,0.8972069943887018,Qwen3-0.6B
MP076,en,high,surprisal_mean,9.556150436401367,Qwen3-0.6B
MP076,en,high,surprisal_cv,0.5335502247331999,Qwen3-0.6B
MP077,en,low,surprisal_mean,7.294966697692871,Qwen3-0.6B
MP077,en,low,surprisal_cv,0.7846252999476434,Qwen3-0.6B
MP077,en,high,surprisal_mean,9.726835250854492,Qwen3-0.6B
MP077,en,high,surprisal_cv,0.7289252243095931,Qwen3-0.6B
MP078,en,low,surprisal_mean,7.525767803192139,Qwen3-0.6B
MP078,en,low,surprisal_cv,0.797555344265321,Qwen3-0.6B
MP078,en,high,surprisal_mean,10.891268730163574,Qwen3-0.6B
MP078,en,high,surprisal_cv,0.5541625656462768,Qwen3-0.6B
MP079,en,low,surprisal_mean,9.083581924438477,Qwen3-0.6B
MP079,en,low,surprisal_cv,0.7196390246345746,Qwen3-0.6B
MP079,en,high,surprisal_mean,16.70941925048828,Qwen3-0.6B
MP079,en,high,surprisal_cv,0.39003493251279414,Qwen3-0.6B
MP080,en,low,surprisal_mean,7.696881294250488,Qwen3-0.6B
MP080,en,low,surprisal_cv,0.8119041988568082,Qwen3-0.6B
MP080,en,high,surprisal_mean,10.536890983581543,Qwen3-0.6B
MP080,en,high,surprisal_cv,0.7293722683946217,Qwen3-0.6B
MP081,en,low,surprisal_mean,7.709732532501221,Qwen3-0.6B
MP081,en,low,surprisal_cv,0.9744909233936969,Qwen3-0.6B
MP081,en,high,surprisal_mean,12.17493724822998,Qwen3-0.6B
MP081,en,high,surprisal_cv,0.4638901790101553,Qwen3-0.6B
MP082,en,low,surprisal_mean,8.204909324645996,Qwen3-0.6B
MP082,en,low,surprisal_cv,0.767436130365622,Qwen3-0.6B
MP082,en,high,surprisal_mean,14.923163414001465,Qwen3-0.6B
MP082,en,high,surprisal_cv,0.41936379861790324,Qwen3-0.6B
MP083,en,low,surprisal_mean,7.749354362487793,Qwen3-0.6B
MP083,en,low,surprisal_cv,0.723068053890421,Qwen3-0.6B
MP083,en,high,surprisal_mean,16.828432083129883,Qwen3-0.6B
MP083,en,high,surprisal_cv,0.4246822628695341,Qwen3-0.6B
MP084,en,low,surprisal_mean,10.32051944732666,Qwen3-0.6B
MP084,en,low,surprisal_cv,0.539444599009237,Qwen3-0.6B
MP084,en,high,surprisal_mean,11.459197998046875,Qwen3-0.6B
MP084,en,high,surprisal_cv,0.6357576327026323,Qwen3-0.6B
MP085,en,low,surprisal_mean,7.817656517028809,Qwen3-0.6B
MP085,en,low,surprisal_cv,0.7320134272123225,Qwen3-0.6B
MP085,en,high,surprisal_mean,10.995224952697754,Qwen3-0.6B
MP085,en,high,surprisal_cv,0.5769694831286397,Qwen3-0.6B
MP086,en,low,surprisal_mean,5.760957717895508,Qwen3-0.6B
MP086,en,low,surprisal_cv,1.231044733313815,Qwen3-0.6B
MP086,en,high,surprisal_mean,13.112733840942383,Qwen3-0.6B
MP086,en,high,surprisal_cv,0.5712576373684665,Qwen3-0.6B
MP087,en,low,surprisal_mean,7.867788314819336,Qwen3-0.6B
MP087,en,low,surprisal_cv,0.8336900202665034,Qwen3-0.6B
MP087,en,high,surprisal_mean,9.86343002319336,Qwen3-0.6B
MP087,en,high,surprisal_cv,0.6417443611879715,Qwen3-0.6B
MP088,en,low,surprisal_mean,10.049296379089355,Qwen3-0.6B
MP088,en,low,surprisal_cv,0.5827138834514914,Qwen3-0.6B
MP088,en,high,surprisal_mean,12.314964294433594,Qwen3-0.6B
MP088,en,high,surprisal_cv,0.5284551216880143,Qwen3-0.6B
MP089,en,low,surprisal_mean,7.44342041015625,Qwen3-0.6B
MP089,en,low,surprisal_cv,0.7334692325512976,Qwen3-0.6B
MP089,en,high,surprisal_mean,9.586197853088379,Qwen3-0.6B
MP089,en,high,surprisal_cv,0.6814740294111055,Qwen3-0.6B
MP090,en,low,surprisal_mean,7.447933197021484,Qwen3-0.6B
MP090,en,low,surprisal_cv,0.8747925651184517,Qwen3-0.6B
MP090,en,high,surprisal_mean,11.558356285095215,Qwen3-0.6B
MP090,en,high,surprisal_cv,0.39234893402959725,Qwen3-0.6B
MP091,en,low,surprisal_mean,10.30799674987793,Qwen3-0.6B
MP091,en,low,surprisal_cv,0.7044347898255339,Qwen3-0.6B
MP091,en,high,surprisal_mean,14.204599380493164,Qwen3-0.6B
MP091,en,high,surprisal_cv,0.4774348448514255,Qwen3-0.6B
MP092,en,low,surprisal_mean,8.789493560791016,Qwen3-0.6B
MP092,en,low,surprisal_cv,0.7231914181744545,Qwen3-0.6B
MP092,en,high,surprisal_mean,12.29240608215332,Qwen3-0.6B
MP092,en,high,surprisal_cv,0.5766442691942685,Qwen3-0.6B
MP093,en,low,surprisal_mean,7.57478141784668,Qwen3-0.6B
MP093,en,low,surprisal_cv,0.8642101058575171,Qwen3-0.6B
MP093,en,high,surprisal_mean,8.829848289489746,Qwen3-0.6B
MP093,en,high,surprisal_cv,0.6573831043708993,Qwen3-0.6B
MP094,en,low,surprisal_mean,6.990200042724609,Qwen3-0.6B
MP094,en,low,surprisal_cv,0.8291945177036268,Qwen3-0.6B
MP094,en,high,surprisal_mean,8.602540969848633,Qwen3-0.6B
MP094,en,high,surprisal_cv,0.6449449452605479,Qwen3-0.6B
MP095,en,low,surprisal_mean,6.121775150299072,Qwen3-0.6B
MP095,en,low,surprisal_cv,0.9419842638149136,Qwen3-0.6B
MP095,en,high,surprisal_mean,11.800695419311523,Qwen3-0.6B
MP095,en,high,surprisal_cv,0.6066094943221123,Qwen3-0.6B
MP096,en,low,surprisal_mean,6.861560344696045,Qwen3-0.6B
MP096,en,low,surprisal_cv,0.8443614828412376,Qwen3-0.6B
MP096,en,high,surprisal_mean,9.994301795959473,Qwen3-0.6B
MP096,en,high,surprisal_cv,0.615913255237744,Qwen3-0.6B
MP097,en,low,surprisal_mean,7.461256980895996,Qwen3-0.6B
MP097,en,low,surprisal_cv,0.7904766215594105,Qwen3-0.6B
MP097,en,high,surprisal_mean,8.380138397216797,Qwen3-0.6B
MP097,en,high,surprisal_cv,0.6379000521793639,Qwen3-0.6B
MP098,en,low,surprisal_mean,9.571671485900879,Qwen3-0.6B
MP098,en,low,surprisal_cv,0.7450085055671621,Qwen3-0.6B
MP098,en,high,surprisal_mean,14.650708198547363,Qwen3-0.6B
MP098,en,high,surprisal_cv,0.3438461782971345,Qwen3-0.6B
MP099,en,low,surprisal_mean,10.528626441955566,Qwen3-0.6B
MP099,en,low,surprisal_cv,0.5866572337978493,Qwen3-0.6B
MP099,en,high,surprisal_mean,16.01528549194336,Qwen3-0.6B
MP099,en,high,surprisal_cv,0.443770512436235,Qwen3-0.6B
MP100,en,low,surprisal_mean,9.824540138244629,Qwen3-0.6B
MP100,en,low,surprisal_cv,0.7255663748489105,Qwen3-0.6B
MP100,en,high,surprisal_mean,13.807964324951172,Qwen3-0.6B
MP100,en,high,surprisal_cv,0.47027208900445755,Qwen3-0.6B
MP001,ko,low,convergence_area,6.257411479949951,klue/bert-base
MP001,ko,high,convergence_area,6.1316752433776855,klue/bert-base
MP002,ko,low,convergence_area,6.262015342712402,klue/bert-base
MP002,ko,high,convergence_area,6.265747547149658,klue/bert-base
MP003,ko,low,convergence_area,5.735443115234375,klue/bert-base
MP003,ko,high,convergence_area,6.265747547149658,klue/bert-base
MP004,ko,low,convergence_area,6.024565696716309,klue/bert-base
MP004,ko,high,convergence_area,6.10957145690918,klue/bert-base
MP005,ko,low,convergence_area,6.262015342712402,klue/bert-base
MP005,ko,high,convergence_area,6.10957145690918,klue/bert-base
MP006,ko,low,convergence_area,6.1160993576049805,klue/bert-base
MP006,ko,high,convergence_area,6.10957145690918,klue/bert-base
MP007,ko,low,convergence_area,6.21853494644165,klue/bert-base
MP007,ko,high,convergence_area,6.10957145690918,klue/bert-base
MP008,ko,low,convergence_area,6.098080635070801,klue/bert-base
MP008,ko,high,convergence_area,6.10957145690918,klue/bert-base
MP009,ko,low,convergence_area,6.034418106079102,klue/bert-base
MP009,ko,high,convergence_area,6.265747547149658,klue/bert-base
MP010,ko,low,convergence_area,6.1160993576049805,klue/bert-base
MP010,ko,high,convergence_area,6.10957145690918,klue/bert-base
MP011,ko,low,convergence_area,6.262015342712402,klue/bert-base
MP011,ko,high,convergence_area,6.024565696716309,klue/bert-base
MP012,ko,low,convergence_area,6.1160993576049805,klue/bert-base
MP012,ko,high,convergence_area,6.265747547149658,klue/bert-base
MP013,ko,low,convergence_area,6.034418106079102,klue/bert-base
MP013,ko,high,convergence_area,6.1316752433776855,klue/bert-base
MP014,ko,low,convergence_area,6.084455490112305,klue/bert-base
MP014,ko,high,convergence_area,6.024565696716309,klue/bert-base
MP015,ko,low,convergence_area,6.1160993576049805,klue/bert-base
MP015,ko,high,convergence_area,6.024565696716309,klue/bert-base
MP016,ko,low,convergence_area,5.723519802093506,klue/bert-base
MP016,ko,high,convergence_area,6.265747547149658,klue/bert-base
MP017,ko,low,convergence_area,7.000707149505615,klue/bert-base
MP017,ko,high,convergence_area,6.265747547149658,klue/bert-base
MP018,ko,low,convergence_area,6.034418106079102,klue/bert-base
MP018,ko,high,convergence_area,6.10957145690918,klue/bert-base
MP019,ko,low,convergence_area,6.140799045562744,klue/bert-base
MP019,ko,high,convergence_area,6.265747547149658,klue/bert-base
MP020,ko,low,convergence_area,6.024565696716309,klue/bert-base
MP020,ko,high,convergence_area,6.10957145690918,klue/bert-base
MP021,ko,low,convergence_area,6.175731658935547,klue/bert-base
MP021,ko,high,convergence_area,6.1316752433776855,klue/bert-base
MP022,ko,low,convergence_area,6.257411479949951,klue/bert-base
MP022,ko,high,convergence_area,6.10957145690918,klue/bert-base
MP023,ko,low,convergence_area,6.257411479949951,klue/bert-base
MP023,ko,high,convergence_area,6.265747547149658,klue/bert-base
MP024,ko,low,convergence_area,5.735443115234375,klue/bert-base
MP024,ko,high,convergence_area,7.000707149505615,klue/bert-base
MP025,ko,low,convergence_area,6.21853494644165,klue/bert-base
MP025,ko,high,convergence_area,6.265747547149658,klue/bert-base
MP026,ko,low,convergence_area,6.084455490112305,klue/bert-base
MP026,ko,high,convergence_area,6.343716621398926,klue/bert-base
MP027,ko,low,convergence_area,6.1160993576049805,klue/bert-base
MP027,ko,high,convergence_area,6.024565696716309,klue/bert-base
MP028,ko,low,convergence_area,6.262015342712402,klue/bert-base
MP028,ko,high,convergence_area,7.000707149505615,klue/bert-base
MP029,ko,low,convergence_area,6.21853494644165,klue/bert-base
MP029,ko,high,convergence_area,6.024565696716309,klue/bert-base
MP030,ko,low,convergence_area,6.034418106079102,klue/bert-base
MP030,ko,high,convergence_area,6.041922569274902,klue/bert-base
MP031,ko,low,convergence_area,6.262015342712402,klue/bert-base
MP031,ko,high,convergence_area,6.1316752433776855,klue/bert-base
MP032,ko,low,convergence_area,6.1160993576049805,klue/bert-base
MP032,ko,high,convergence_area,6.108292102813721,klue/bert-base
MP033,ko,low,convergence_area,6.140799045562744,klue/bert-base
MP033,ko,high,convergence_area,6.1316752433776855,klue/bert-base
MP034,ko,low,convergence_area,5.735443115234375,klue/bert-base
MP034,ko,high,convergence_area,6.1316752433776855,klue/bert-base
MP035,ko,low,convergence_area,6.257411479949951,klue/bert-base
MP035,ko,high,convergence_area,6.10957145690918,klue/bert-base
MP036,ko,low,convergence_area,5.735443115234375,klue/bert-base
MP036,ko,high,convergence_area,6.265747547149658,klue/bert-base
MP037,ko,low,convergence_area,6.21853494644165,klue/bert-base
MP037,ko,high,convergence_area,6.10957145690918,klue/bert-base
MP038,ko,low,convergence_area,6.1160993576049805,klue/bert-base
MP038,ko,high,convergence_area,6.10957145690918,klue/bert-base
MP039,ko,low,convergence_area,6.034418106079102,klue/bert-base
MP039,ko,high,convergence_area,6.1316752433776855,klue/bert-base
MP040,ko,low,convergence_area,6.21853494644165,klue/bert-base
MP040,ko,high,convergence_area,6.1316752433776855,klue/bert-base
MP041,ko,low,convergence_area,6.257411479949951,klue/bert-base
MP041,ko,high,convergence_area,6.265747547149658,klue/bert-base
MP042,ko,low,convergence_area,6.034418106079102,klue/bert-base
MP042,ko,high,convergence_area,6.1316752433776855,klue/bert-base
MP043,ko,low,convergence_area,6.140799045562744,klue/bert-base
MP043,ko,high,convergence_area,7.000707149505615,klue/bert-base
MP044,ko,low,convergence_area,6.1160993576049805,klue/bert-base
MP044,ko,high,convergence_area,7.000707149505615,klue/bert-base
MP045,ko,low,convergence_area,6.262015342712402,klue/bert-base
MP045,ko,high,convergence_area,6.1316752433776855,klue/bert-base
MP046,ko,low,convergence_area,6.21853494644165,klue/bert-base
MP046,ko,high,convergence_area,6.10957145690918,klue/bert-base
MP047,ko,low,convergence_area,6.21853494644165,klue/bert-base
MP047,ko,high,convergence_area,6.024565696716309,klue/bert-base
MP048,ko,low,convergence_area,5.735443115234375,klue/bert-base
MP048,ko,high,convergence_area,6.265747547149658,klue/bert-base
MP049,ko,low,convergence_area,6.257411479949951,klue/bert-base
MP049,ko,high,convergence_area,6.041922569274902,klue/bert-base
MP050,ko,low,convergence_area,6.034418106079102,klue/bert-base
MP050,ko,high,convergence_area,6.10957145690918,klue/bert-base
MP051,en,low,convergence_area,5.236469745635986,bert-base-uncased
MP051,en,high,convergence_area,5.664036750793457,bert-base-uncased
MP052,en,low,convergence_area,5.205134868621826,bert-base-uncased
MP052,en,high,convergence_area,4.840129852294922,bert-base-uncased
MP053,en,low,convergence_area,5.205134868621826,bert-base-uncased
MP053,en,high,convergence_area,4.840129852294922,bert-base-uncased
MP054,en,low,convergence_area,5.267796993255615,bert-base-uncased
MP054,en,high,convergence_area,3.6168994903564453,bert-base-uncased
MP055,en,low,convergence_area,5.236469745635986,bert-base-uncased
MP055,en,high,convergence_area,3.6282451152801514,bert-base-uncased
MP056,en,low,convergence_area,5.001912593841553,bert-base-uncased
MP056,en,high,convergence_area,4.904469013214111,bert-base-uncased
MP057,en,low,convergence_area,4.899606227874756,bert-base-uncased
MP057,en,high,convergence_area,4.904469013214111,bert-base-uncased
MP058,en,low,convergence_area,5.1227946281433105,bert-base-uncased
MP058,en,high,convergence_area,4.840129852294922,bert-base-uncased
MP059,en,low,convergence_area,5.205134868621826,bert-base-uncased
MP059,en,high,convergence_area,3.6282451152801514,bert-base-uncased
MP060,en,low,convergence_area,4.899606227874756,bert-base-uncased
MP060,en,high,convergence_area,4.840129852294922,bert-base-uncased
MP061,en,low,convergence_area,5.1227946281433105,bert-base-uncased
MP061,en,high,convergence_area,4.904469013214111,bert-base-uncased
MP062,en,low,convergence_area,5.205134868621826,bert-base-uncased
MP062,en,high,convergence_area,3.6168994903564453,bert-base-uncased
MP063,en,low,convergence_area,5.267796993255615,bert-base-uncased
MP063,en,high,convergence_area,3.6168994903564453,bert-base-uncased
MP064,en,low,convergence_area,5.205134868621826,bert-base-uncased
MP064,en,high,convergence_area,4.904469013214111,bert-base-uncased
MP065,en,low,convergence_area,5.267796993255615,bert-base-uncased
MP065,en,high,convergence_area,4.840129852294922,bert-base-uncased
MP066,en,low,convergence_area,5.236469745635986,bert-base-uncased
MP066,en,high,convergence_area,4.904469013214111,bert-base-uncased
MP067,en,low,convergence_area,4.899606227874756,bert-base-uncased
MP067,en,high,convergence_area,4.904469013214111,bert-base-uncased
MP068,en,low,convergence_area,4.760268211364746,bert-base-uncased
MP068,en,high,convergence_area,3.6168994903564453,bert-base-uncased
MP069,en,low,convergence_area,5.1227946281433105,bert-base-uncased
MP069,en,high,convergence_area,4.904469013214111,bert-base-uncased
MP070,en,low,convergence_area,5.267796993255615,bert-base-uncased
MP070,en,high,convergence_area,3.269655466079712,bert-base-uncased
MP071,en,low,convergence_area,4.899606227874756,bert-base-uncased
MP071,en,high,convergence_area,4.904469013214111,bert-base-uncased
MP072,en,low,convergence_area,5.1227946281433105,bert-base-uncased
MP072,en,high,convergence_area,3.6282451152801514,bert-base-uncased
MP073,en,low,convergence_area,5.267796993255615,bert-base-uncased
MP073,en,high,convergence_area,3.6168994903564453,bert-base-uncased
MP074,en,low,convergence_area,5.664036750793457,bert-base-uncased
MP074,en,high,convergence_area,4.351010799407959,bert-base-uncased
MP075,en,low,convergence_area,4.899606227874756,bert-base-uncased
MP075,en,high,convergence_area,3.6282451152801514,bert-base-uncased
MP076,en,low,convergence_area,5.205134868621826,bert-base-uncased
MP076,en,high,convergence_area,4.904469013214111,bert-base-uncased
MP077,en,low,convergence_area,5.236469745635986,bert-base-uncased
MP077,en,high,convergence_area,4.904469013214111,bert-base-uncased
MP078,en,low,convergence_area,5.236469745635986,bert-base-uncased
MP078,en,high,convergence_area,4.351010799407959,bert-base-uncased
MP079,en,low,convergence_area,4.899606227874756,bert-base-uncased
MP079,en,high,convergence_area,3.6168994903564453,bert-base-uncased
MP080,en,low,convergence_area,4.899606227874756,bert-base-uncased
MP080,en,high,convergence_area,3.6282451152801514,bert-base-uncased
MP081,en,low,convergence_area,5.236469745635986,bert-base-uncased
MP081,en,high,convergence_area,3.6168994903564453,bert-base-uncased
MP082,en,low,convergence_area,5.205134868621826,bert-base-uncased
MP082,en,high,convergence_area,3.269655466079712,bert-base-uncased
MP083,en,low,convergence_area,5.311115264892578,bert-base-uncased
MP083,en,high,convergence_area,4.840129852294922,bert-base-uncased
MP084,en,low,convergence_area,4.760268211364746,bert-base-uncased
MP084,en,high,convergence_area,4.840129852294922,bert-base-uncased
MP085,en,low,convergence_area,5.205134868621826,bert-base-uncased
MP085,en,high,convergence_area,3.6168994903564453,bert-base-uncased
MP086,en,low,convergence_area,5.664036750793457,bert-base-uncased
MP086,en,high,convergence_area,3.269655466079712,bert-base-uncased
MP087,en,low,convergence_area,5.267796993255615,bert-base-uncased
MP087,en,high,convergence_area,3.6168994903564453,bert-base-uncased
MP088,en,low,convergence_area,5.267796993255615,bert-base-uncased
MP088,en,high,convergence_area,3.6168994903564453,bert-base-uncased
MP089,en,low,convergence_area,5.267796993255615,bert-base-uncased
MP089,en,high,convergence_area,4.840129852294922,bert-base-uncased
MP090,en,low,convergence_area,5.236469745635986,bert-base-uncased
MP090,en,high,convergence_area,4.840129852294922,bert-base-uncased
MP091,en,low,convergence_area,4.899606227874756,bert-base-uncased
MP091,en,high,convergence_area,4.840129852294922,bert-base-uncased
MP092,en,low,convergence_area,4.899606227874756,bert-base-uncased
MP092,en,high,convergence_area,4.904469013214111,bert-base-uncased
MP093,en,low,convergence_area,5.236469745635986,bert-base-uncased
MP093,en,high,convergence_area,4.515805244445801,bert-base-uncased
MP094,en,low,convergence_area,5.1227946281433105,bert-base-uncased
MP094,en,high,convergence_area,5.664036750793457,bert-base-uncased
MP095,en,low,convergence_area,5.001912593841553,bert-base-uncased
MP095,en,high,convergence_area,4.351010799407959,bert-base-uncased
MP096,en,low,convergence_area,5.205134868621826,bert-base-uncased
MP096,en,high,convergence_area,4.840129852294922,bert-base-uncased
MP097,en,low,convergence_area,5.267796993255615,bert-base-uncased
MP097,en,high,convergence_area,4.904469013214111,bert-base-uncased
MP098,en,low,convergence_area,5.205134868621826,bert-base-uncased
MP098,en,high,convergence_area,3.6282451152801514,bert-base-uncased
MP099,en,low,convergence_area,5.267796993255615,bert-base-uncased
MP099,en,high,convergence_area,3.6168994903564453,bert-base-uncased
MP100,en,low,convergence_area,4.899606227874756,bert-base-uncased
MP100,en,high,convergence_area,3.6168994903564453,bert-base-uncased
